,N,I,time,rel_err
0,2,5.241612596188738e-13,0.0023641586303710938,0.9999999999972808
1,4,9.509257250443357e-07,0.20244693756103516,0.999995066935295
2,6,0.00020831933610904248,1.612238883972168,0.9989193133204401
3,8,0.0027314020885239347,5.299371957778931,0.9858304566982452
4,10,0.011164658168284063,20.274322986602783,0.9420817213146809
5,12,0.025881799525749493,60.30549693107605,0.8657344223875771
6,14,0.04418832099833821,164.7608141899109,0.7707666950799773
7,16,0.06317295980724773,332.22170972824097,0.6722811360327592
8,18,0.08098500127527575,5611.69769692421,0.5798785952518568
